id,squadron,type,description,start_lat,start_lng,end_lat,end_lng,start_time,duration_hours,altitude,speed,waypoints,origin_base,target_name,num_aircraft,to_check,mission_category
ELEVENTHAF-19430530-02,Eleventh AF,P-38 Lightning,8 P-40’s fly 4 rcn missions to Kiska. 3 air-ground spt missions to Attu by 7 B-24’s and 12 B-25’s drop no bombs there and instead bomb Kiska installations. 2 B-24’s and 12 P-38’s fly air cover missions over Attu and patrol area. 3 F-5A’s fly photo rcn and 8 P-40’s attack and strafe tents and troops and blast runway at Kiska.,51.37,-179.22,51.97,177.56,1943-05-30T06:00:00Z,0.4,20000,275,,Amchitka Aleutians,Kiska,12,,Reconnaissance
ELEVENTHAF-19430530-03,Eleventh AF,P-40 Warhawk,8 P-40’s fly 4 rcn missions to Kiska. 3 air-ground spt missions to Attu by 7 B-24’s and 12 B-25’s drop no bombs there and instead bomb Kiska installations. 2 B-24’s and 12 P-38’s fly air cover missions over Attu and patrol area. 3 F-5A’s fly photo rcn and 8 P-40’s attack and strafe tents and troops and blast runway at Kiska.,51.37,-179.22,51.97,177.56,1943-05-30T06:00:00Z,0.4,15000,310,,Amchitka Aleutians,Kiska,8,,Reconnaissance
ELEVENTHAF-19430530-04,Eleventh AF,F-5A Lightning,8 P-40’s fly 4 rcn missions to Kiska. 3 air-ground spt missions to Attu by 7 B-24’s and 12 B-25’s drop no bombs there and instead bomb Kiska installations. 2 B-24’s and 12 P-38’s fly air cover missions over Attu and patrol area. 3 F-5A’s fly photo rcn and 8 P-40’s attack and strafe tents and troops and blast runway at Kiska.,51.37,-179.22,51.97,177.56,1943-05-30T06:00:00Z,0.5,25000,390,,Amchitka Aleutians,Kiska,3,,Reconnaissance
FOURTEENTHAF-19430531-00,Fourteenth AF,B-24 Liberator,"9 B-24’s, escorted by US and Chinese P-40’s, bomb Ichang A/F. The HBs and ftrs shoot down 5 ftrs of an intercepting group of about 20. 1 Chinese P-40 is lost. 6 P-40’s on armed rcn over Siaokan area blast a train and strafe troop concentration.",25.01,102.71,30.69,111.28,1943-05-31T06:00:00Z,2.6,22000,215,,Kunming China,Ichang,9,,Reconnaissance
FOURTEENTHAF-19430531-01,Fourteenth AF,P-40 Warhawk,"9 B-24’s, escorted by US and Chinese P-40’s, bomb Ichang A/F. The HBs and ftrs shoot down 5 ftrs of an intercepting group of about 20. 1 Chinese P-40 is lost. 6 P-40’s on armed rcn over Siaokan area blast a train and strafe troop concentration.",25.01,102.71,30.69,111.28,1943-05-31T06:00:00Z,1.8,15000,310,,Kunming China,Ichang,,,Reconnaissance
FIFTHAF-19430531-00,Fifth AF,B-24 Liberator,B-24’s pound Lae A/F and town area.,-9.44,147.18,,,1943-05-31T06:00:00Z,,22000,215,,Port Moresby New Guinea,,,,Tactical Bombing
THIRTEENTHAF-19430531-00,Thirteenth AF,B-24 Liberator,3 B-24’s on armed rcn over S Bougainville bomb Numa area and Tinputs. Small coastal vessel at Tinputs is set afire.,-9.43,160.04,-6.21,155.0,1943-05-31T06:00:00Z,1.7,22000,215,,Henderson Field Guadalcanal,Bougainville,3,,Reconnaissance
ELEVENTHAF-19430531-00,Eleventh AF,B-24 Liberator,"5 F-5A’s fly separate photo missions. 6 B-24’s, 10 B-25’s, 37 P-40’s and 8 P-38’s fly attack missions to Kiska. Their tgts include Gertrude Cove, AA installation trenches, North Head runway, and a vessel.",51.37,-179.22,51.97,177.56,1943-05-31T06:00:00Z,0.6,22000,215,,Amchitka Aleutians,Kiska,6,,Reconnaissance
ELEVENTHAF-19430531-01,Eleventh AF,B-25 Mitchell,"5 F-5A’s fly separate photo missions. 6 B-24’s, 10 B-25’s, 37 P-40’s and 8 P-38’s fly attack missions to Kiska. Their tgts include Gertrude Cove, AA installation trenches, North Head runway, and a vessel.",51.37,-179.22,51.97,177.56,1943-05-31T06:00:00Z,0.5,15000,230,,Amchitka Aleutians,Kiska,10,,Reconnaissance
ELEVENTHAF-19430531-02,Eleventh AF,P-38 Lightning,"5 F-5A’s fly separate photo missions. 6 B-24’s, 10 B-25’s, 37 P-40’s and 8 P-38’s fly attack missions to Kiska. Their tgts include Gertrude Cove, AA installation trenches, North Head runway, and a vessel.",51.37,-179.22,51.97,177.56,1943-05-31T06:00:00Z,0.4,20000,275,,Amchitka Aleutians,Kiska,8,,Reconnaissance
ELEVENTHAF-19430531-03,Eleventh AF,P-40 Warhawk,"5 F-5A’s fly separate photo missions. 6 B-24’s, 10 B-25’s, 37 P-40’s and 8 P-38’s fly attack missions to Kiska. Their tgts include Gertrude Cove, AA installation trenches, North Head runway, and a vessel.",51.37,-179.22,51.97,177.56,1943-05-31T06:00:00Z,0.4,15000,310,,Amchitka Aleutians,Kiska,37,,Reconnaissance
ELEVENTHAF-19430531-04,Eleventh AF,F-5A Lightning,"5 F-5A’s fly separate photo missions. 6 B-24’s, 10 B-25’s, 37 P-40’s and 8 P-38’s fly attack missions to Kiska. Their tgts include Gertrude Cove, AA installation trenches, North Head runway, and a vessel.",51.37,-179.22,51.97,177.56,1943-05-31T06:00:00Z,0.5,25000,390,,Amchitka Aleutians,Kiska,5,,Reconnaissance
FOURTEENTHAF-19430601-00,Fourteenth AF,P-40 Warhawk,20 P-40’s divebomb warehouses and railroad yards at Changanyi.,25.01,102.71,,,1943-06-01T06:00:00Z,,15000,310,,Kunming China,,20,,Fighter
FIFTHAF-19430601-00,Fifth AF,B-24 Liberator,B-25’s hit Bogadjim and vicinity. B-24’s bomb Lae A/F and nearby area.,-9.44,147.18,-6.73,146.99,1943-06-01T06:00:00Z,0.8,22000,215,,Port Moresby New Guinea,Lae,,,Tactical Bombing
FIFTHAF-19430601-01,Fifth AF,B-25 Mitchell,B-25’s hit Bogadjim and vicinity. B-24’s bomb Lae A/F and nearby area.,-9.44,147.18,-6.73,146.99,1943-06-01T06:00:00Z,0.7,15000,230,,Port Moresby New Guinea,Lae,,,Tactical Bombing
ELEVENTHAF-19430601-00,Eleventh AF,B-24 Liberator,"2 P-40’s, 1 B-24 and 1 F-5A fly weather rcn and photo runs and 8 B-25’s, 18 P-38’s and 20 P-40’s, fly 7 attack missions to Kiska. Tgts include parked aircraft and installations, runway, gun positions, radar, and tents on South Head, North Head, Gertrude Cove and Main camp.",51.37,-179.22,51.97,177.56,1943-06-01T06:00:00Z,0.6,22000,215,,Amchitka Aleutians,Kiska,1,,Reconnaissance
ELEVENTHAF-19430601-01,Eleventh AF,B-25 Mitchell,"2 P-40’s, 1 B-24 and 1 F-5A fly weather rcn and photo runs and 8 B-25’s, 18 P-38’s and 20 P-40’s, fly 7 attack missions to Kiska. Tgts include parked aircraft and installations, runway, gun positions, radar, and tents on South Head, North Head, Gertrude Cove and Main camp.",51.37,-179.22,51.97,177.56,1943-06-01T06:00:00Z,0.5,15000,230,,Amchitka Aleutians,Kiska,8,,Reconnaissance
ELEVENTHAF-19430601-02,Eleventh AF,P-38 Lightning,"2 P-40’s, 1 B-24 and 1 F-5A fly weather rcn and photo runs and 8 B-25’s, 18 P-38’s and 20 P-40’s, fly 7 attack missions to Kiska. Tgts include parked aircraft and installations, runway, gun positions, radar, and tents on South Head, North Head, Gertrude Cove and Main camp.",51.37,-179.22,51.97,177.56,1943-06-01T06:00:00Z,0.4,20000,275,,Amchitka Aleutians,Kiska,18,,Reconnaissance
ELEVENTHAF-19430601-03,Eleventh AF,P-40 Warhawk,"2 P-40’s, 1 B-24 and 1 F-5A fly weather rcn and photo runs and 8 B-25’s, 18 P-38’s and 20 P-40’s, fly 7 attack missions to Kiska. Tgts include parked aircraft and installations, runway, gun positions, radar, and tents on South Head, North Head, Gertrude Cove and Main camp.",51.37,-179.22,51.97,177.56,1943-06-01T06:00:00Z,0.4,15000,310,,Amchitka Aleutians,Kiska,2,,Reconnaissance
ELEVENTHAF-19430601-04,Eleventh AF,F-5A Lightning,"2 P-40’s, 1 B-24 and 1 F-5A fly weather rcn and photo runs and 8 B-25’s, 18 P-38’s and 20 P-40’s, fly 7 attack missions to Kiska. Tgts include parked aircraft and installations, runway, gun positions, radar, and tents on South Head, North Head, Gertrude Cove and Main camp.",51.37,-179.22,51.97,177.56,1943-06-01T06:00:00Z,0.5,25000,390,,Amchitka Aleutians,Kiska,1,,Reconnaissance
FOURTEENTHAF-19430602-00,Fourteenth AF,B-25 Mitchell,"5 B-25’s, escorted by 10 P-40’s, bomb Pailochi A/F. 18 P-40’s strafe troop barges and launches at Itu and 6 long columns of troops E of Changyang.",25.01,102.71,24.6,111.5,1943-06-02T06:00:00Z,2.1,15000,230,,Kunming China,Pailochi,5,,Tactical Bombing
FOURTEENTHAF-19430602-01,Fourteenth AF,P-40 Warhawk,"5 B-25’s, escorted by 10 P-40’s, bomb Pailochi A/F. 18 P-40’s strafe troop barges and launches at Itu and 6 long columns of troops E of Changyang.",25.01,102.71,24.6,111.5,1943-06-02T06:00:00Z,1.5,15000,310,,Kunming China,Pailochi,10,,Fighter
FIFTHAF-19430602-00,Fifth AF,B-17 Flying Fortress,"B-17’s and B-24’s bomb A/Fs at Wewak, Boram, Dagua, and Rut. Isolated shipping strikes result in lit- tle damage to vessels and barges.",-9.44,147.18,-3.55,143.63,1943-06-02T06:00:00Z,2.3,25000,182,,Port Moresby New Guinea,Wewak,,,Strategic Bombing
FIFTHAF-19430602-01,Fifth AF,B-24 Liberator,"B-17’s and B-24’s bomb A/Fs at Wewak, Boram, Dagua, and Rut. Isolated shipping strikes result in lit- tle damage to vessels and barges.",-9.44,147.18,-3.55,143.63,1943-06-02T06:00:00Z,1.9,22000,215,,Port Moresby New Guinea,Wewak,,,Tactical Bombing
THIRTEENTHAF-19430602-00,Thirteenth AF,B-24 Liberator,"2 B-24’s on armed rcn attack gun positions, cargo boats, and shipping at Numa Numa and Tinputs.",-9.43,160.04,,,1943-06-02T06:00:00Z,,22000,215,,Henderson Field Guadalcanal,,2,,Reconnaissance
FIFTHAF-19430603-00,Fifth AF,B-24 Liberator,B-24’s bomb supply dump area at Dobo. Other tgts attacked in NEI suffer little damage.,-9.44,147.18,,,1943-06-03T06:00:00Z,,22000,215,,Port Moresby New Guinea,,,,Tactical Bombing
THIRTEENTHAF-19430603-00,Thirteenth AF,B-17 Flying Fortress,"During 3/4 Jun, B-17’s bomb Kahili A/F and Moliko R area. B-24’s attack small vessels at Tinputs and Teop, sinking 1 and firing the other.",-9.43,160.04,-6.76,155.92,1943-06-03T06:00:00Z,1.6,25000,182,,Henderson Field Guadalcanal,Kahili,,,Strategic Bombing
THIRTEENTHAF-19430603-01,Thirteenth AF,B-24 Liberator,"During 3/4 Jun, B-17’s bomb Kahili A/F and Moliko R area. B-24’s attack small vessels at Tinputs and Teop, sinking 1 and firing the other.",-9.43,160.04,-6.76,155.92,1943-06-03T06:00:00Z,1.4,22000,215,,Henderson Field Guadalcanal,Kahili,,,Tactical Bombing
ELEVENTHAF-19430603-00,Eleventh AF,B-24 Liberator,"Weathered out from Kiska are 3 weather missions flown by 2 B-24’s and 2 P-40’s, as well as 2 attack missions by 2 HBs and 6 ftrs.",51.37,-179.22,,,1943-06-03T06:00:00Z,,22000,215,,Amchitka Aleutians,,2,,Tactical Bombing
ELEVENTHAF-19430603-01,Eleventh AF,P-40 Warhawk,"Weathered out from Kiska are 3 weather missions flown by 2 B-24’s and 2 P-40’s, as well as 2 attack missions by 2 HBs and 6 ftrs.",51.37,-179.22,,,1943-06-03T06:00:00Z,,15000,310,,Amchitka Aleutians,,2,,Fighter
FIFTHAF-19430604-00,Fifth AF,B-17 Flying Fortress,"B-17’s and B-24’s bomb A/Fs at Boram, Wewak, and Dagua. B-25’s hit Koepang and Lautem.",-9.44,147.18,-3.55,143.63,1943-06-04T06:00:00Z,2.3,25000,182,,Port Moresby New Guinea,Wewak,,,Strategic Bombing
FIFTHAF-19430604-01,Fifth AF,B-24 Liberator,"B-17’s and B-24’s bomb A/Fs at Boram, Wewak, and Dagua. B-25’s hit Koepang and Lautem.",-9.44,147.18,-3.55,143.63,1943-06-04T06:00:00Z,1.9,22000,215,,Port Moresby New Guinea,Wewak,,,Tactical Bombing
FIFTHAF-19430604-02,Fifth AF,B-25 Mitchell,"B-17’s and B-24’s bomb A/Fs at Boram, Wewak, and Dagua. B-25’s hit Koepang and Lautem.",-9.44,147.18,-3.55,143.63,1943-06-04T06:00:00Z,1.8,15000,230,,Port Moresby New Guinea,Wewak,,,Tactical Bombing
ELEVENTHAF-19430604-00,Eleventh AF,B-24 Liberator,"404th Bomb Sq begins to operate from Amchitka. 6 B-24’s following a Navy Ventura make a radar- bombing run over North Head. 14 P-40’s and P-38’s bomb North Head, Main Camp and Little Kiska. 4 P-38’s and 1 B-24 flying air cover over Attu make no enemy contact.",51.37,-179.22,51.97,177.56,1943-06-04T06:00:00Z,0.6,22000,215,,Amchitka Aleutians,Kiska,6,,Tactical Bombing
ELEVENTHAF-19430604-01,Eleventh AF,P-38 Lightning,"404th Bomb Sq begins to operate from Amchitka. 6 B-24’s following a Navy Ventura make a radar- bombing run over North Head. 14 P-40’s and P-38’s bomb North Head, Main Camp and Little Kiska. 4 P-38’s and 1 B-24 flying air cover over Attu make no enemy contact.",51.37,-179.22,51.97,177.56,1943-06-04T06:00:00Z,0.4,20000,275,,Amchitka Aleutians,Kiska,4,,Fighter
ELEVENTHAF-19430604-02,Eleventh AF,P-40 Warhawk,"404th Bomb Sq begins to operate from Amchitka. 6 B-24’s following a Navy Ventura make a radar- bombing run over North Head. 14 P-40’s and P-38’s bomb North Head, Main Camp and Little Kiska. 4 P-38’s and 1 B-24 flying air cover over Attu make no enemy contact.",51.37,-179.22,51.97,177.56,1943-06-04T06:00:00Z,0.4,15000,310,,Amchitka Aleutians,Kiska,14,,Fighter
FOURTEENTHAF-19430605-00,Fourteenth AF,P-40 Warhawk,P-40’s strafe troop columns near Peiyang and hit barge and boat NW of Yoyang.,25.01,102.71,29.37,113.09,1943-06-05T06:00:00Z,2.0,15000,310,,Kunming China,Yoyang,,,Fighter
ELEVENTHAF-19430605-00,Eleventh AF,B-24 Liberator,"7 B-24’s, 6 B-25’s, and 6 P-40’s fly weather rcn and radar-bombing missions over Kiska, being handi- Capped by poor weather and mechanical trouble.",51.37,-179.22,51.97,177.56,1943-06-05T06:00:00Z,0.6,22000,215,,Amchitka Aleutians,Kiska,7,,Reconnaissance
ELEVENTHAF-19430605-01,Eleventh AF,B-25 Mitchell,"7 B-24’s, 6 B-25’s, and 6 P-40’s fly weather rcn and radar-bombing missions over Kiska, being handi- Capped by poor weather and mechanical trouble.",51.37,-179.22,51.97,177.56,1943-06-05T06:00:00Z,0.5,15000,230,,Amchitka Aleutians,Kiska,6,,Reconnaissance
ELEVENTHAF-19430605-02,Eleventh AF,P-40 Warhawk,"7 B-24’s, 6 B-25’s, and 6 P-40’s fly weather rcn and radar-bombing missions over Kiska, being handi- Capped by poor weather and mechanical trouble.",51.37,-179.22,51.97,177.56,1943-06-05T06:00:00Z,0.4,15000,310,,Amchitka Aleutians,Kiska,6,,Reconnaissance
FOURTEENTHAF-19430606-00,Fourteenth AF,B-25 Mitchell,"5 P-40’s strafe trucks, barracks, and personnel at Tangyang; at least 15 trucks are burned and consid- erable damage is done to the barracks area. 11 P-40’s hit approaches to bridge at Puchi. 2 locomo- tives in the area are destroyed. 10 other P-40’s attack Shasi A/F and hit river shipping in the general area. 7 B-25’s bomb A/F at Pailochi.",25.01,102.71,24.6,111.5,1943-06-06T06:00:00Z,2.1,15000,230,,Kunming China,Pailochi,7,,Tactical Bombing
FOURTEENTHAF-19430606-01,Fourteenth AF,P-40 Warhawk,"5 P-40’s strafe trucks, barracks, and personnel at Tangyang; at least 15 trucks are burned and consid- erable damage is done to the barracks area. 11 P-40’s hit approaches to bridge at Puchi. 2 locomo- tives in the area are destroyed. 10 other P-40’s attack Shasi A/F and hit river shipping in the general area. 7 B-25’s bomb A/F at Pailochi.",25.01,102.71,24.6,111.5,1943-06-06T06:00:00Z,1.5,15000,310,,Kunming China,Pailochi,5,,Fighter
FIFTHAF-19430606-00,Fifth AF,B-24 Liberator,B-24’s hit town of Koepang and A/F at Penfoei.,-9.44,147.18,,,1943-06-06T06:00:00Z,,22000,215,,Port Moresby New Guinea,,,,Tactical Bombing
THIRTEENTHAF-19430606-00,Thirteenth AF,P-38 Lightning,"P-38’s, P-40’s, and Navy and Marine ftrs and dive bmrs attack shipping off Buin, scoring damaging hits on a destroyer and 2 smaller vessels. 15 Japanese airplanes are claimed shot down. Other P-38’s and P-40’s strafe Luti Bay area of Choiseul I.",-9.43,160.04,-6.73,155.73,1943-06-06T06:00:00Z,1.0,20000,275,,Henderson Field Guadalcanal,Buin,,,Fighter
THIRTEENTHAF-19430606-01,Thirteenth AF,P-40 Warhawk,"P-38’s, P-40’s, and Navy and Marine ftrs and dive bmrs attack shipping off Buin, scoring damaging hits on a destroyer and 2 smaller vessels. 15 Japanese airplanes are claimed shot down. Other P-38’s and P-40’s strafe Luti Bay area of Choiseul I.",-9.43,160.04,-6.73,155.73,1943-06-06T06:00:00Z,1.0,15000,310,,Henderson Field Guadalcanal,Buin,,,Fighter
FIFTHAF-19430607-00,Fifth AF,B-17 Flying Fortress,"B-17’s and B-24’s attack Wewak, Lae, Madang, and Kesup, hitting town areas and A/Fs, and strafe sampans on Sepik R.",-9.44,147.18,-3.55,143.63,1943-06-07T06:00:00Z,2.3,25000,182,,Port Moresby New Guinea,Wewak,,,Strategic Bombing
FIFTHAF-19430607-01,Fifth AF,B-24 Liberator,"B-17’s and B-24’s attack Wewak, Lae, Madang, and Kesup, hitting town areas and A/Fs, and strafe sampans on Sepik R.",-9.44,147.18,-3.55,143.63,1943-06-07T06:00:00Z,1.9,22000,215,,Port Moresby New Guinea,Wewak,,,Tactical Bombing
THIRTEENTHAF-19430607-00,Thirteenth AF,P-38 Lightning,"P-38’s and P-40’s along with RNZAF P-40’s and Navy and Marine ftrs, intercept large force of ftr- escorted dive bmrs on mission against Allied shipping off Guadalcanal. Ftrs from the newly opened Russell Is bases initiate the interception. A running fight develops and extends down to Guadalcanal. More than 20 Japanese aircraft are downed. 9 Allied ftrs are lost but all the pilots are recovered.",-9.43,160.04,,,1943-06-07T06:00:00Z,,20000,275,,Henderson Field Guadalcanal,,,,Fighter
THIRTEENTHAF-19430607-01,Thirteenth AF,P-40 Warhawk,"P-38’s and P-40’s along with RNZAF P-40’s and Navy and Marine ftrs, intercept large force of ftr- escorted dive bmrs on mission against Allied shipping off Guadalcanal. Ftrs from the newly opened Russell Is bases initiate the interception. A running fight develops and extends down to Guadalcanal. More than 20 Japanese aircraft are downed. 9 Allied ftrs are lost but all the pilots are recovered.",-9.43,160.04,,,1943-06-07T06:00:00Z,,15000,310,,Henderson Field Guadalcanal,,,,Fighter
FOURTEENTHAF-19430608-00,Fourteenth AF,B-24 Liberator,"7 B-24’s and 6 B-25’s, with P-40 escorts, are dispatched to bomb shipping and dock installations at Haiphong. Bad weather prevents striking the primary tgts; alternates, including Hongay shipping, rail yard, and power facilities, Gia Lam A/F and warehouses E of Hanoi are bombed. P-40’s bomb and strafe Japanese HQ at Tatung, barracks E of Lamaing on the Salween R, and a camp N of Lungling.",25.01,102.71,20.86,106.68,1943-06-08T06:00:00Z,1.5,22000,215,,Kunming China,Haiphong,7,,Tactical Bombing
FOURTEENTHAF-19430608-01,Fourteenth AF,B-25 Mitchell,"7 B-24’s and 6 B-25’s, with P-40 escorts, are dispatched to bomb shipping and dock installations at Haiphong. Bad weather prevents striking the primary tgts; alternates, including Hongay shipping, rail yard, and power facilities, Gia Lam A/F and warehouses E of Hanoi are bombed. P-40’s bomb and strafe Japanese HQ at Tatung, barracks E of Lamaing on the Salween R, and a camp N of Lungling.",25.01,102.71,20.86,106.68,1943-06-08T06:00:00Z,1.4,15000,230,,Kunming China,Haiphong,6,,Tactical Bombing
FOURTEENTHAF-19430608-02,Fourteenth AF,P-40 Warhawk,"7 B-24’s and 6 B-25’s, with P-40 escorts, are dispatched to bomb shipping and dock installations at Haiphong. Bad weather prevents striking the primary tgts; alternates, including Hongay shipping, rail yard, and power facilities, Gia Lam A/F and warehouses E of Hanoi are bombed. P-40’s bomb and strafe Japanese HQ at Tatung, barracks E of Lamaing on the Salween R, and a camp N of Lungling.",25.01,102.71,20.86,106.68,1943-06-08T06:00:00Z,1.1,15000,310,,Kunming China,Haiphong,,,Fighter
FIFTHAF-19430608-00,Fifth AF,B-24 Liberator,B-25’s bomb Koepang and hit area SE of Dili. B-24’s unsuccessfully attack shipping at Waingapoe and off Wewak.,-9.44,147.18,-3.55,143.63,1943-06-08T06:00:00Z,1.9,22000,215,,Port Moresby New Guinea,Wewak,,,Tactical Bombing
FIFTHAF-19430608-01,Fifth AF,B-25 Mitchell,B-25’s bomb Koepang and hit area SE of Dili. B-24’s unsuccessfully attack shipping at Waingapoe and off Wewak.,-9.44,147.18,-3.55,143.63,1943-06-08T06:00:00Z,1.8,15000,230,,Port Moresby New Guinea,Wewak,,,Tactical Bombing
THIRTEENTHAF-19430608-00,Thirteenth AF,B-24 Liberator,B-24’s on armed rcn bomb Kahili A/F and Ballale |.,-9.43,160.04,-6.76,155.92,1943-06-08T06:00:00Z,1.4,22000,215,,Henderson Field Guadalcanal,Kahili,,,Reconnaissance
FOURTEENTHAF-19430609-00,Fourteenth AF,P-40 Warhawk,6 P-40’s damage railroad bridge at Puchi and strafe nearby railroad yards.,25.01,102.71,,,1943-06-09T06:00:00Z,,15000,310,,Kunming China,,6,,Fighter
