source_page,serial_number,name,identification,delivery,assignment,off_inventory,circumstances
45,42-63652,,DIAMY,,501BG,,Reclaimed
45,42-63653,,DIAMB 3118/1945,,16BG,711211945,Ditched from Kawasaki
45,42-63654,,DIAMY,,501BG,,Unknown
45,42-63655,,DIAMB,,16BG,,Reclaimed
45,42-63656,,DIAMH 311211945,,502BG,4/2511949,Reclaimed
45,42-63657,PINK LADY,DIAMB,,16BG,,Reclaimed
45,42-63658,,DIAM L 26,,331BG,4/20/1949,Reclaimed
45,42-63659,,DIAMB,,16BG,,Reclaimed
45,42-63660,,3110/1945,,4136BU,913011946,Reclaimed Tinker
45,42-63661,,DIAMB,,16BG,,Reclaimed
45,42-63662,,DIAMH,,502BG,,Reclaimed
45,42-63663,,DIAMY 3/911945,,501BG,5/511954,Reclaimed Tinker
45,42-63664,,DIAMY,,501BG,,Reclaimed
45,42-63665,,DIAMY,,501BG,,Reclaimed
45,42-63666,,DIAMB 311211945,,16BG,6/2311954,Reclaimed Pyote
45,42-63667,,DIAMB 311711945,,16BG,5/511954,Reclaimed Tinker
45,42-63668,,DIAMY,,501BG,,Reclaimed
45,42-63669,,DIAMY 311711945,,501BG,12/411953,Reclaimed Robins
45,42-63670,,DIAMY 48 311411945,,501BG,12/411953,Reclaimed Robins
45,42-63671,,DIAMY,,501BG,,Reclaimed
45,42-63672,,311611945,,4000BU,12/411953,Reclaimed Robins
45,42-63673,,DIAMB 3/2411945,,16BG,12/411953,Reclaimed Robins
45,42-63674,,DIAMY 311711945,,501BG,12/411953,Reclaimed Robins
45,42-63675,,DIAMY 311911945,,501BG,6/2311954,Reclaimed Pyote
46,42-63676,,DIAM L 24,311211945,331BG,12/411953,Reclaimed Rob ins
46,42-63677,,DIAMY,,501BG,,Reclaimed
46,42-63678,MANIUWA,DIAMH,311911945,502BG,7/2511945,Flak Kawasaki
46,42-63679,,DIAM L 3,,331BG,,Reclaimed
46,42-63680,,DIAMY,,501BG,,Reclaimed
46,42-63681,,DIAM L 22,,331BG,,Reclaimed
46,42-63682,,DIAMY,3/20/1945,501BG,12/411953,Reclaimed Rob ins
46,42-63683,,DIAMY,3/20/1945,501BG,12/411953,Reclaimed Tinker
46,42-63684,,DIAMY,312111945,501BG,3/20/1954,Reclaimed McClellan
46,42-63685,,DIAMY,3/20/1945,501BG,12/411953,Reclaimed Rob ins
46,42-63686,,DIAMY,311911945,501BG,12/411953,Reclaimed Rob ins
46,42-63687,,DIAMY,,501BG,,Reclaimed
46,42-63688,LOADED DICE,DIAM B 7,3/2411945,16BG,12/411953,Reclaimed Rob ins
46,42-63689,,DIAMY,3/28/1945,501BG,8/1911954,Reclaimed Hill
46,42-63690,,DIAM L 2,312211945,331BG,3/20/1954,Reclaimed McClellan
46,42-63691,,DIAMB,312211945,16BG,8/1911954,Reclaimed Hill
46,42-63692,,DIAMB,313111945,16BG,5/2711948,Reclaimed Tinker
46,42-63693,,,3/28/1945,611EXGP,911411953,Reclaimed Tinker
46,42-63694,,DIAMY,,501BG,,Reclaimed
46,42-63695,,DIAMH,3/28/1945,502BG,6/2311954,Reclaimed Pyote
46,42-63696,,DIAMY,3/28/1945,501BG,12/411953,Reclaimed Rob ins
46,42-63697,,DIAMB,313011945,16BG,911411953,Reclaimed Tinker
46,42-63698,,DIAM L 43,312911945,331BG,12/411953,Reclaimed Rob ins
46,42-63699,,DIAM B 04,313011945,16BG,6/2911945,Burned
46,42-63700,,DIAM L 57,313011945,331BG,6/2311954,Reclaimed Pyote
46,42-63701,,DIAMH,312911945,502BG,6/2411954,Reclaimed Pyote
46,42-63702,,DIAMY,313011945,501BG,8/1911954,Reclaimed Hill
46,42-63703,,DIAMB,,16BG,,Reclaimed
46,42-63704,,DIAMB,4/211945,16BG,6/2411954,Reclaimed Pyote
46,42-63705,,DIAMY,4/711945,501BG,911411953,Reclaimed Tinker
46,42-63706,,,4/18/1945,235BU,6/2411954,Reclaimed Pyote
46,42-63707,,DIAMB,4/311945,16BG,12/411954,Reclaimed Rob ins
46,42-63708,,DIAMB,,16BG,,Reclaimed
46,42-63709,,DIAMY,4/611945,501BG,91911954,Reclaimed Davis-Monthan
46,42-63710,,DIAMY,4/611945,501BG,6/2411954,Reclaimed Pyote
46,42-63711,,DIAMH,4/911945,502BG,,Reclaimed
46,42-63712,,DIAMB,4/911945,16BG,911411953,Reclaimed Tinker
46,42-63713,,DIAMH,4/911945,502BG,91911954,Reclaimed Davis-Monthan
46,42-63714,,DIAMY,4/911945,501BG,8/1911954,Reclaimed Hill
46,42-63715,,DIAMB,4/911945,16BG,6/2411954,Reclaimed Pyote
46,42-63716,,,411311945,245BU,3/20/1954,Reclaimed McClellan
46,42-63717,,DIAMY,4/611945,501BG,911411953,Reclaimed Tinker
46,42-63718,,DIAMY,411111945,501BG,12/411953,Reclaimed Rob ins
46,42-63719,,DIAMY65,4/10/1945,501BG,3/20/1954,Reclaimed McClellan
46,42-63720,,DIAMY,411311945,501BG,911411953,Reclaimed Tinker
46,42-63721,,DIAMY,411311945,501BG,12/411953,Reclaimed Rob ins
46,42-63722,,DIAMH,4/10/1945,502BG,91911954,Reclaimed Davis-Monthan
46,42-63723,,DIAMY,411311945,501BG,511011949,Reclaimed Tinker
46,42-63724,,DIAMY,411211945,501BG,911411953,Reclaimed Tinker
46,42-63725,MY NAKED-,DIAMY,411111945,501BG,911411953,Reclaimed Tinker
46,42-63726,,DIAMY,411211945,501BG,8/1911954,Reclaimed Hill
46,42-63727,,,411911945,3705BU,91911954,Reclaimed Davis-Monthan
46,42-63728,,,4/1611945,235BU,5/511954,Reclaimed Davis-Monthan
46,42-63729,,,4/18/1945,235BU,91911954,Reclaimed Davis-Monthan
46,42-63730,,,4/1411945,242BU,6/2411954,Reclaimed Pyote
46,42-63731,THE CHALLENGER,,4/18/1946,648BU,5/2411949,Reclaimed Tinker
46,42-63732,,,4/1611945,235BU,6/2411954,Reclaimed Pyote
46,42-63733,,,411911945,235BU,5/511954,Reclaimed Davis-Monthan
46,42-63734,,DIAMB,4/2311945,16BG,3/20/1954,Reclaimed McClellan
46,42-63735,,,411911945,4141BU,911111950,Reclaimed Pyote
46,42-63736,,DIAMB,,16BG,,Reclaimed
46,42-63737,,,5/28/1945,233BU,8/1911954,Reclaimed Pyote
46,42-63738,,DIAMB,4/2111945,16BG,911411953,Reclaimed Tinker
46,42-63739,,DIAMB,4/2311945,16BG,12/411953,Reclaimed Rob ins
46,42-63740,,DIAMB,4/2711945,16BG,8/1911954,Reclaimed Hill
47,42-63741,,DIAMB 4/24/1945,16BG,9/14/1953,Reclaimed,Tinker
47,42-63742,,DIAMB 4/30/1945,16BG,6/24/1954,Reclaimed,Pyote
47,42-63743,,DIAMB 4/2111945,16BG,5/10/1949,Reclaimed,Chanute
47,42-63744,,5/9/1945,247BU,8/19/1954,Reclaimed,Pyote
47,42-63745,,DIAMB 4/27/1945,16BG,12/4/1953,Reclaimed,Robins
47,42-63746,,DIAMB 4/28/1945,16BG,9/14/1953,Reclaimed,Tinker
47,42-63747,,DIAMH 4/28/1945,502BG,7/9/1945,Exploded,"on takeoff, crashed in sea"
47,42-63748,OF MARTINEZ,DIAMH 4/28/1945 DIAMY 4/25/1945,502BG 501BG,6/24/1954 8/19/1954,Reclaimed Reclaimed,Pyote Hill
47,42-63750,,,22BG,8/3111954,Reclaimed,Tinker
47,42-63750,,5/28/1945,19BG,8/3111954,Reclaimed,Tinker
47,42-63751,ANGEL,DIAM 4/28/1945 DIAM# 15 5/26/1944,444BG,9/14/1953 3/25/1945,Reclaimed Collided,Tinker Bay ofBengal with 42-24507
47,42-65203,,6/2/1944,58BW,9/18/1944,Missing,Natal to Accra en route to join
47,42-65204,,DIAM# 6/14/1944,444BG,11123/1944,Surveyed,"Ankang, hit by plane"
47,42-65205,,6/24/1944,594BU,5/10/1949,Reclaimed,Tinker
47,42-65206,,7/3111944,4141BU,9/11/1950,Reclaimed,Pyote
47,42-65207,DANDY'S,7/3111944 2YLWRUDSTRP 8/111944,6BG 468BG,9/11/1950 5/15/1947,Reclaimed Reclaimed,Pyote Tinker
47,42-65209,FAY EVE EVE TITTYMOUSE LANI-BATTLE BABY,T SQ26 (1) 8/9/1944 TSQ26(1) 8/9/1944 T SQ 48/58/43 8/29/1944 TSQ43 8/29/1944 T SQ 42 (2) 8/30/1944 SOLGRNRUD 8/29/1944,498BG 498BG 498BG 498BG 498BG 462BG,3/24/1945 3/24/1945 5/26/1945 12/13/1944 4/7/1945 12/7/1944,"Unknown Flak Flak Abandoned, Threw Tokyo Broke","hits, fire, exploded in air hits, fire, exploded in air crashed in sea off lwo prop, cut fuselage flak blew off left wing up mid-air Lashan, China-ice"
47,42-65214,,8/3111944,,114/1951,Reclaimed,Hill
47,42-65215,,9/9/1944,498BG,9/28/1944,Class,26 at Kearney
47,42-65216,,9/15/1944,504BG,9/11/1950,Reclaimed,Pyote
47,42-65217,,9/16/1944,504BG,9/11/1950,Reclaimed,Pyote
47,42-65218,JUDY WABBIT GERTIE WABBIT,Z SQ 44 (1) 9/20/1944 Z SQ 10 (1) 9/26/1944 VSQ28 (1) 9/26/1944 ZSQ29 (1) V SQ 49 (1) 9/29/1944,500BG 500BG 499BG 500BG 499BG,11/29/1944 3/3111951 11127/1944 8/6/1945 2/19/1945,MIA Reclaimed MIA Crashed Rammed,"Nuisance raid on Tokyo Tinker Tokyo on takeoff, surveyed over Tokyo"
47,42-65223,,9/29/1944,2750ABG,2/18/1954,Reclaimed,Niagara
47,42-65224,,VSQ30 (3),499BG,,Unknown,
47,42-65225,,DIAM# 10/1111944,444BG,12/3111944,"Crashed,",two engine failure
47,42-65225,,FOURREDSTRP 10/1111944,40BG,12/3111944,"Crashed,",two engine failure
47,42-65226,BE GOOD BE GOOD MCGOON MCGOON IT AGAIN NAME NOT KNOWN NAME UNKNOWN,DIAM# 54 10/18/1944 2BLURUDSTRP TRI I 15 5/1111945 DIAM# TRI N 59 (1) 5/10/1945 L TRI 10/24/1944 SOLREDRUD 10/24/1944 TRI U 62 (1) 5/5/1945,444BG 468BG 468BG 444BG 444BG 6BG 462BG 462BG,1111/1945 5/11/1945 5/10/1945 6/26/1945 5/5/1954 5/5/1945 5/25/1945,MIA Group Transferred Group Surveyed Reclaimed Group MIA,Singapore transfer to Tinian to 444B G transfer to Tinian lwo Tinker transfer to Tinian Tokyo
47,42-65230,MAK'ER,TRI U 09 10/24/1944 ASQ51 10/27/1944,462BG 497BG,5/10/1954 4/18/1945,Reclaimed Rammed,"Davis-Monthan at Tachiara Airfield, Kyushu"
47,42-65232,,SOLGRNRUD 10/28/1944,462BG,5/5/1945,Group,transfer to Tinian
47,42-65232,,TRI U 48 5/5/1945,462BG,5/10/1949,Reclaimed,Tinker
47,42-65232,ALOYSIOUS ALOYSIOUS,TSQ 10/28/1944 FOUREDSTRP W TRIS 11 5/5/1945 TRIS 11 5/5/1945,498BG 40BG 40BG 40BG,5/10/1949 5/5/1945,Reclaimed Group Reclaimed Reclaimed,Tinker transfer to Tinian
47,42-65234,,10/18/1944,97BG,9/15/1954,Yokota,
47,42-65235,,10/18/1944,504BG,5/10/1954,Reclaimed,Davis-Monthan
47,42-65236,,,,,Reclaimed,
47,42-65237,,,,,Reclaimed,
47,42-65238,,,,,Reclaimed,
47,42-65239,,10/26/1945,3502BU,5/10/1954,Reclaimed,Davis-Monthan
47,42-65240,OF RILEY,ETRI 11114/1944,504BG,3/25/1945,Reclaimed Ditched,from Nagoya
47,42-65242,,ETRI 11115/1944 KTRI 11125/1944,504BG 505BG,3/17/1945 5/10/1954,Flak Reclaimed,at kobe - engine fire Davis-Monthan
48,42-65266,THE GAMECOCK,ETRI,12/13/1944,504BG,512411945,Shot down Tokyo
48,42-65267,,FOURBLUSTRP A,12/18/1944,40BG,112211945,Ditched returning from Photo mission
48,42-65268,AIRBORN,DIAM#,12/15/1944,444BG,5/10/1945,Group transfer to Tinian
48,42-65268,AIRBORN,TRI N 60 (I),511011945,444BG,911111950,Reclaimed Pyote
48,42-65269,WINGED VICTORY II,FOURBLUSTRP E,12/18/1944,40BG,51511945,Group transfer to Tinian
48,42-65269,WINGED VICTORY II,TRIS 17 (I),51511945,40BG,512611945,Crashed in Tokyo
48,42-65270,BIG POISON -2ND DOSE,TRI N 30 (I),12/15/1944,444BG,61111945,"Collided, exploded at Assembly Point"
48,42-65271,,FOURYLWSTRP E,12/18/1944,40BG,51511945,Group transfer to Tinian
48,42-65271,,TRIS 39 (I),51511945,40BG,511911945,Crew bailed at lwo Jima
48,42-65272,MISS SHORTY,2BLURUDSTRP,12/19/1944,468BG,511111945,Group transfer to Tinian
48,42-65272,LUCKY LADY,TRI I 27,12/19/1944,468BG,8/16/1954,Reclaimed Davis-Monthan
48,42-65272,MISS SHORTY,TRI I 27,511111945,468BG,8/16/1954,Reclaimed Davis-Monthan
48,42-65272,MISS SHORTY,KTRI,12/19/1944,505BG,8/16/1954,Recd from 468BG. Reclaimed Davis-Monthan
48,42-65272,BLUETAILFLY,BLKSTRPBLU,12/19/1944,19BG,8/16/1954,Reclaimed Davis-Monthan
48,42-65273,BIG! AIN'T IT,DIAM#,12/19/1944,444BG,5/10/1945,Group transfer to Tinian
48,42-65273,BIG! AIN'T IT,TRI N 62 (I),5/10/1945,444BG,512511945,MIA Tokyo
48,42-65274,BAD PENNY,TRIS 31,12/18/1944,40BG,911411953,Reclaimed Davis-Monthan
48,42-65274,,,12/18/1944,RAF,512711950,Transferred to RAF
48,42-65274,,,512711950,USAF,71711953,Returned to USAF
48,42-65274,,,71711953,,911411953,Reclaimed Davis-Monthan
48,42-65274,BAD PENNY,FOURYLWSTRP G,12/18/1944,40BG,512711950,Transferred to RAF
48,42-65275,HI STEPPER,2YLWRUDSTRP,12/19/1944,468BG,511111945,Group transfer to Tinian
48,42-65275,HI STEPPER,TRI I 48,511111945,468BG,711511954,Reclaimed McClellan
48,42-65275,HI STEPPER,CIRCLEE,12/19/1944,22BG,711411954,Recd from 468BG. Reclaimed McClellan
48,42-65276,RAIDEN MAIDEN II,2BLURUDSTRP,,468BG,511111945,Group transfer to Tinian
48,42-65276,RAIDEN MAIDEN II,TRI I 23,511111945,468BG,12/2111949,Reclaimed
48,42-65277,DRAGON LADY,DIAM#,12/20/1944,444BG,5/10/1945,Group transfer to Tinian
48,42-65277,DRAGON LADY,TRI N 20 (I),5/10/1945,444BG,512911945,Ditched from Tokyo
48,42-65278,T-N-TEENY,XTRI 5,12/23/1944,9BG,511611945,Surveyed Tinian - battle damage
48,42-65279,MY BUDDY,2YLWRUDSTRP,12/20/1944,468BG,511111945,Group transfer to Tinian
48,42-65279,MY BUDDY,TRI I 49,511111945,468BG,711411954,Reclaimed Davis-Monthan
48,42-65280,DINA MIGHT,E TRI 29,12/22/1944,504BG,512311945,Crashed lwo from Tokyo
48,42-65281,MISS AMERICA '62,L TRI 11,12/22/1944,6BG,,Reclaimed Tinker post I 0/54
48,42-65282,,ASQ2 (2),12/23/1944,497BG,5/10/1954,Reclaimed Davis-Monthan
48,42-65283,THE BIG WHEEL,X TRI 33,12/22/1944,9BG,313111945,Crashed on approach from aborted mission
48,42-65284,DESTINY'S TOT,XTRI 34,12/22/1944,9BG,911411954,Reclaimed Hill
48,42-65285,SAD TOMATO,XTRI 22,12/27/1944,9BG,5/10/1954,Reclaimed Davis-Monthan
48,42-65286,DINAH MIGHT,XTRl9,12/22/1944,9BG,512611947,Reclaimed Aberdeen Proving Grounds
48,42-65287,,,12/22/1944,246BU,513111945,"Ditched offBorinquen, PR"
48,42-65288,,,12/27/1944,246BU,811911954,Reclaimed Pyote
49,42-65289,,12/28/1944,301BG,5/3111950,Reclaimed,March
49,42-65290,,12/28/1944,246BU,12/4/1953,Reclaimed,Robins
49,42-65291,BREW TOO ASQ6 TOTS A,12/27/1944 (2) 12/29/1944 SQ 49 (2) 12/29/1944,4105BU 497BG 497BG,5/5/1954 911111950 11/17/1953,Reclaimed Reclaimed Reclaimed,Davis-Monthan Pyote Hill
49,42-65294,,12/29/1944,248BU,5/6/1945,Surveyed,at Walker
49,42-65295,T ANCIENT MARINER ZSQ53,SQ 12 (3) 12/28/1944 12/29/1944,498BG 500BG,4/29/1945 5/10/1954,Crashed Reclaimed,target due to air-to-air bomb Davis-Monthan
49,42-65297,BLKSQM,1116/1945,19BG,12/4/1953,Reclaimed,Robins
49,42-65298,X,TRI 44 (I) 1117/1945,9BG,3/10/1945,Ditched,from Tokyo
49,42-65299,SOLYLWRUD,,462BG,5/5/1945,Group,transfer to Tinian
49,42-65299,TRI,U 31 5/5/1945,462BG,,Reclaimed,
49,42-65299,SQUAREYLW ANN BLK,SQM 22 (I) 1115/1945,2BG 19BG,4/13/1945,Reclaimed Ditched,off Guam
49,42-65301,BLKSQO OF LOS ANGELES BLK BLACH BLK OF RICHMOND BLK OF SANTA MONICA BLK OF BURLINGTON BLK,111111945 SQ 0 37 (I) 111111945 SQ 0 37 (I) 111111945 SQM 43 (I) 1115/1945 SQM 24 (I) 1112/1945 SQM 27 (I) 1112/1945,29BG 29BG 29BG 19BG 19BG 19BG,3/9/1945 11/17/1953 11/17/1953 5/3111945 5/3111945 5/27/1945,Flak Reclaimed Reclaimed Salvaged Salvaged Crash,shoot down Hill Hill landed on test flight
49,42-65305,BLKSQO OUTLAW BLKSTRPGRN,(I) 1119/1945,29BG 19BG,5/5/1945 10/2/1951,Abandoned Crashed,"Kyushu, fire # 1 engine & tank on takeoff-test flight"
49,42-65306,BLKSQO OF OGDEN BLKSQM21(1) OGDEN BLKSQM21(1) CENSORED RESISTOR BLKSQM21(1) OF CLIFTON BLK OF RICHMOND [5] BLK ASQ,(I) 1114/1945 1114/1945 1114/1945 SQM 45 (I) 1123/1945 SQ M-43 (I) 1115/1945 1115/1945,29BG 19BG 19BG 19BG 19BG 19BG 497BG,11/17/1953 11/17/1953 11/17/1953 11/17/1953 5/31/1945,Survived Reclaimed Reclaimed Reclaimed Reclaimed Salvaged Possible,war Hill Hill Hill Hill transfer to 19BG prior to 3/9/45
49,42-65310,BLKSQM,1117/1945,19BG,3/9/1945,Crashed,Fubo Mountain per Japanese
49,42-65311,BLKSQO NAME UNKNOWN BLKSQO,1116/1945 (I) 1129/1945,29BG 29BG,3/9/1945 4/13/1945,MIA Crashed,Tokyo Chiba from Tokyo
49,42-65313,DUGAN II 2WHTRUDSTRP DUGAN II TRI,1124/1945 1125/1945 I 8 5/1111945,248BU 468BG 468BG,5/5/1954 5/1111945 5/10/1954,Reclaimed Group Reclaimed,Davis-Monthan transfer to Tinian Davis-Monthan
49,42-65316,,1127/1945,248BU,5/5/1954,Reclaimed,Davis-Monthan
49,42-65317,,1124/1945,248BU,7/25/1945,Reclaimed,Tinker
49,42-65318,,1124/1945,243BU,11/12/1953,Reclaimed,Robins
49,42-65319,,,,,Unknown,
49,42-65320,,1125/1945,246BU,8/19/1954,Reclaimed,Pyote
49,42-65321,,1130/1945,4141BU,8/19/1954,Reclaimed,Pyote
49,42-65322,,1126/1945,236BU,1212111949,Reclaimed,Pyote
49,42-65323,,113111945,4141BU,8/19/1954,Reclaimed,Pyote
49,42-65324,,1127/1945,236BU,8/19/1954,Reclaimed,Pyote
49,42-65325,,1125/1945,236BU,8/19/1954,Reclaimed,Pyote
49,42-65326,EILEEN IV DIAM# EILEEN IV TRI BALL CHARLIE FOURBLUSTRP BALL CHARLIE TRIS,1125/1945 1129/1945 N 39 5/10/1945 W 1126/1945 16 5/5/1945,236BU 444BG 444BG 40BG 40BG,8/19/1954 5/10/1945 5/26/1945 5/5/1945 7/14/1954,Reclaimed Group Exploded Group Reclaimed,Pyote transfer to Tinian over Tokyo transfer to Tinian Davis-Monthan
49,42-65329,SOLGRNRUD,,462BG,5/5/1945,Group,transfer to Tinian
49,42-65329,TRI,U 50 5/5/1945,462BG,,Reclaimed,
49,42-65330,VSQ14 TRAVELLER TSQll TRAVELLER TSQ17 HEAT'S ON T,1127/1945 (2) 1130/1945 1130/1945 SQ02 (3),499BG 498BG 498BG 498BG,5/10/1954 11/17/1953 11/17/1953,Reclaimed Reclaimed Reclaimed Unknown,Davis-Monthan Hill Hill
49,42-65333,VSQ,1128/1945,499BG,9/14/1954,Reclaimed,Hamilton
49,42-65333,BLKSTRP,1128/1945,19BG,9/14/1954,Reclaimed,Hamilton
49,42-65334,K BEE VSQ37 TEST II SOLGRNRUD SID TEST II (6 ) TRI DIAM# DIAM# TRI,TRI 7 (2) 1130/1945 1128/1945 10/17/1944 U 49 5/5/1945 29 1130/1945 1130/1945 N 21 (I) 5/10/1945,505BG 499BG 462BG 462BG 444BG 444BG 444BG,6/3/1945 11/17/1953 5/5/1945 6/5/1945 5/26/1945 5/10/1945 5/26/1945,Crashed Reclaimed Group Flak-crashed Surveyed Group Surveyed,"lwo, reason unknown Hill transfer to Tinian Iseda-cho, Uji City, Kyoto lwo after crash landing transfer to Tinian lwo after crash landing"
50,42-65345,,T SQ21(2),2/14/1945,498BG,91411945,Missing-circumstances unknown
50,42-65346,,ZSQ14,211311945,500BG,711411953,Reclaimed Robins
50,42-65347,,L TRI,2/10/1945,6BG,4/8/1945,Exploded 2 miles offTinian
50,42-65348,,ASQ16,211211945,497BG,61111945,"Shot down, crashed Omine Mt, Nara"
50,42-65349,PRETTY BABY,CIRCE 15,211211945,504BG,51511954,Reclaimed Tinker
50,42-65350,,BLKSQO (I),211211945,29BG,41711945,Rammed at Nagoya
50,42-65351,,,211311945,4105BU,51511954,Reclaimed Davis-Monthan
50,42-65352,HOT TOGO,BLKSTRPGRN,211311945,19BG,101111954,Reclaimed Davis-Monthan
50,42-65352,HOT TOGO,SQUAREH,211311945,98BG,101111954,Reclaimed Davis-Monthan
50,42-65352,,TRIU,211311945,462BG,,Survived war
50,42-65353,,SQUAREH,211511945,98BG,101511950,"Engine fire, 10 mi W ofTakamatsu"
50,42-65354,,,211711945,233BU,1012711950,Reclaimed Kelly
50,42-65355,,SQUAREH,211911945,98BG,511511950,Salvaged at Spokane
50,42-65356,,,2/20/1945,4141BU,8/19/1954,Reclaimed Pyote
50,42-65357,SHADY LADY,BLKSTRP,2/20/1945,19BG,113111953,Surveyed at Kadena
50,42-65357,SHADY LADY,SQUAREH,2/20/1945,98BG,,Transfer to 19BG
50,42-65358,,,211711945,234BU,8/19/1954,Reclaimed Pyote
50,42-65359,,,2/20/1945,236BU,8/19/1954,Reclaimed Pyote
50,42-65360,,,2/20/1945,234BU,8/19/1954,Reclaimed Pyote
50,42-65361,CITY OF JEWETT CITY,BLKSQP 47,211711945,39BG,,Survived war
50,42-65361,THE KICK-A-POO-JOY II,BLKSQP 47,211711945,39BG,,Survived War
50,42-65361,PURPLE SHAFT,BLKSTRPBLU,211711945,19BG,511611954,Salvaged at Davis-Monthan
50,42-65362,TIAN LONG (SKY DRAGON),BLK SQ P 52 (I),212311945,39BG,512311945,Crashed near Tokyo
50,42-65363,CITY OF AKRON,BLKSQK56,212511945,330BG,11/17/1953,Reclaimed Hill
50,42-65363,LADY JANE,BLKSQK56,212511945,330BG,11/17/1953,Reclaimed Hill
50,42-65364,CITY OF ROSWELL,BLK SQP 30 (I),212711945,39BG,61111945,Lost prop-abandoned Sofu-Gan Island
50,42-65364,SKYSCRAPPER,BLK SQ P 30 (I),212711945,39BG,61111945,Lost prop-abandoned Sofu-Gan Island
50,42-65365,CITY OF SANTA FE,BLKSQP41,,39BG,,Reclaimed
50,42-65365,CITY OF WILMINGTON,BLKSQP41,,39BG,,Reclaimed
50,42-65365,HELL'S BELLE,BLKSQP41,,39BG,,Reclaimed
50,42-65365,ONE WEAKNESS,BLKSQP41,,39BG,,Unknown
50,42-65365,CITY OF LAS VEGAS,BLK SQP 55,,39BG,,Unknown
50,42-65365,ROUND TRIP TICKET,BLK SQP 55,,39BG,,Unknown
50,42-65366,,BLKSQP,212111945,39BG,1012711945,"Crashed, engine fire"
50,42-65367,BLACKJACK,BLKSQP 02,2/26/1945,39BG,,Renamed
50,42-65367,BATTLIN BITCH II,BLKSQP 02,,39BG,6/00/45,Scrapped Iwo Jima
50,42-65367,CITY OF MIAMI,BLKSQP 02,,39BG,6/00/45,Scrapped Iwo Jima
50,42-65368,,BLK SQ P 04 (I),2/26/1945,39BG,4/10/1945,Ditched training mission - lost prop
50,42-65369,BLACK SHEEP,BLKSTRPRED,,19BG,411211951,"Crashed, burned off runway at Kadena"
50,42-65369,CITY OF JACKSON,BLKSQP 34,,39BG,,Survived war
50,42-65370,CITY OF MIAMI BEACH (2),BLKSQK55,212111945,330BG,,Survived war
50,42-65370,OLE SMOKER II,BLKSQK55,212111945,330BG,,Survived war
50,42-65370,,BLKSTRPBLU,212111945,19BG,711411954,Salvaged at Davis-Monthan
50,42-65371,CITY OF OMAHA,BLKSQK28,212711945,330BG,5/10/1954,Reclaimed Davis-Monthan
50,42-65371,YONKEE DOLL-AH,BLKSQK28,212711945,330BG,5/10/1954,Reclaimed Davis-Monthan
50,42-65372,,,2/24/1945,235BU,11/12/1953,Reclaimed Robins
50,42-65373,,BLK SQ P 42 (I),212711945,39BG,611911945,Collision with 499BG aircraft
50,42-65374,,,212711945,235BU,511011954,Reclaimed Davis-Monthan
50,42-65375,,,2/26/1945,247BU,4/111947,Reclaimed Goodfellow
50,42-65376,,,212711945,231BU,8/19/1954,Reclaimed Pyote
50,42-65377,,,2/26/1945,236BU,8/5/1945,Surveyed at Pyote
50,42-65378,,,212711945,236BU,8/19/1954,Reclaimed Pyote
50,42-65379,,,212711945,235BU,8/19/1954,Reclaimed Pyote
50,42-65380,,,2/28/1945,235BU,51511954,Reclaimed Davis-Monthan
50,42-65381,,L TRI,212711945,6BG,51511954,Reclaimed Davis-Monthan
50,42-65382,,,2/28/1945,233BU,5/10/1945,Surveyed at Davis-Monthan
50,42-65383,,,,,,Reclaimed
50,42-65384,,,211511945,428BU,711511954,Salvaged at Davis-Monthan
51,42-65385,,,2/15/1945,237BU,313111947,Salvaged at Kirtland
51,42-65386,,,2/15/1945,428BU,10/00/54,Reclaimed post 1954
51,42-65387,,,2/15/1945,237BU,311211946,Salvaged at Kirtland
51,42-65388,,,3/5/1945,233BU,8/19/1954,Reclaimed Pyote
51,42-65389,WAGON,TRIANGLE 0 SQUAREY,3/8/1945 3/8/1945,97BG 307BG,7/27/1954 11116/1954,Reclaimed Dow Reclaimed Davis-Monthan
51,42-65391,,SQUARE A,3/9/1945,301BG,7/14/1954,Salvaged at Davis-Monthan
51,42-65392,,SQUAREY,,307BG,,Reclaimed
51,42-65393,,,3/9/1945,4105BU,5/10/1954,Reclaimed Davis-Monthan
51,42-65394,,,,,,Reclaimed
51,42-65395,,,3/9/1945,326BU,11112/1953,Reclaimed Robins
51,42-65396,,,3/10/1945,4141BU,8/19/1954,Reclaimed Pyote
51,42-65397,,,3/27/1945,326BU,11112/1953,Reclaimed Robins
51,42-65398,,,3/13/1945,331BU,4/20/1945,Surveyed Barksdale
51,42-65399,,,3/14/1945,4141BU,8/19/1954,Reclaimed Pyote
51,42-65400,,,3/13/1945,4141BU,8/19/1954,Reclaimed Pyote
51,42-65401,,,,,,Reclaimed
51,42-65402,,,,,912211954,Reclaimed Brookley
51,42-93824,,,2/8/1944,243BU,9/13/1944,Surveyed at Clovis
51,42-93825,,SOLREDRUD,2/16/1944,462BG,8/3111944,"Surveyed CBI, Hump crash in China"
51,42-93826,,2BLURUDSTRP,212911944,468BG,6/15/1944,Crashed into cliff from Yawata
